Date,Close,%percentage
2/14/2021,48717.28906,0
2/15/2021,47945.05859,-0.015851261
2/16/2021,49199.87109,0.026171884
2/17/2021,52149.00781,0.05994196
2/18/2021,51679.79688,-0.008997504
2/19/2021,55888.13281,0.081430969
2/20/2021,56099.51953,0.003782319
2/21/2021,57539.94531,0.025676259
2/22/2021,54207.32031,-0.05791846
2/23/2021,48824.42578,-0.099301985
2/24/2021,49705.33203,0.018042327
2/25/2021,47093.85156,-0.052539242
2/26/2021,46339.76172,-0.01601249
2/27/2021,46188.45313,-0.0032652
2/28/2021,45137.76953,-0.022747755
3/1/2021,49631.24219,0.099550171
3/2/2021,48378.98828,-0.025231162
3/3/2021,50538.24219,0.04463206
3/4/2021,48561.16797,-0.03912036
3/5/2021,48927.30469,0.007539702
3/6/2021,48912.38281,-0.000304981
3/7/2021,51206.69141,0.046906498
3/8/2021,52246.52344,0.020306565
3/9/2021,54824.11719,0.04933522
3/10/2021,56008.55078,0.021604244
3/11/2021,57805.12109,0.032076715
3/12/2021,57332.08984,-0.008183207
3/13/2021,61243.08594,0.068216528
3/14/2021,59302.31641,-0.03168961
3/15/2021,55907.19922,-0.057251005
3/16/2021,56804.90234,0.016057022
3/17/2021,58870.89453,0.036369963
3/18/2021,57858.92188,-0.017189694
3/19/2021,58346.65234,0.00842965
3/20/2021,58313.64453,-0.000565719
3/21/2021,57523.42188,-0.013551248
3/22/2021,54529.14453,-0.052053186
3/23/2021,54738.94531,0.003847498
3/24/2021,52774.26563,-0.035891807
3/25/2021,51704.16016,-0.020277032
3/26/2021,55137.3125,0.066399925
3/27/2021,55973.51172,0.015165759
3/28/2021,55950.74609,-0.000406721
3/29/2021,57750.19922,0.032161379
3/30/2021,58917.69141,0.020216245
3/31/2021,58918.83203,1.93596E-05
4/1/2021,59095.80859,0.003003735
4/2/2021,59384.3125,0.004881969
4/3/2021,57603.89063,-0.02998135
4/4/2021,58758.55469,0.020044897
4/5/2021,59057.87891,0.005094139
4/6/2021,58192.35938,-0.014655446
4/7/2021,56048.9375,-0.03683339
4/8/2021,58323.95313,0.040589808
4/9/2021,58245.00391,-0.001353633
4/10/2021,59793.23438,0.026581344
4/11/2021,60204.96484,0.006885904
4/12/2021,59893.45313,-0.005174186
4/13/2021,63503.45703,0.060273765
4/14/2021,63109.69531,-0.006200634
4/15/2021,63314.01172,0.003237481
4/16/2021,61572.78906,-0.027501379
4/17/2021,60683.82031,-0.014437689
4/18/2021,56216.18359,-0.073621547
4/19/2021,55724.26563,-0.008750469
4/20/2021,56473.03125,0.013436976
4/21/2021,53906.08984,-0.045454288
4/22/2021,51762.27344,-0.039769466
4/23/2021,51093.65234,-0.012917151
4/24/2021,50050.86719,-0.02040929
4/25/2021,49004.25391,-0.020910992
4/26/2021,54021.75391,0.10238907
4/27/2021,55033.11719,0.018721408
4/28/2021,54824.70313,-0.003787066
4/29/2021,53555.10938,-0.02315733
4/30/2021,57750.17578,0.078331768
5/1/2021,57828.05078,0.001348481
5/2/2021,56631.07813,-0.020698824
5/3/2021,57200.29297,0.01005128
5/4/2021,53333.53906,-0.067600247
5/5/2021,57424.00781,0.076695993
5/6/2021,56396.51563,-0.017893077
5/7/2021,57356.40234,0.017020319
5/8/2021,58803.77734,0.025234759
5/9/2021,58232.31641,-0.009718099
5/10/2021,55859.79688,-0.040742318
5/11/2021,56704.57422,0.015123172
5/12/2021,49150.53516,-0.133217455
5/13/2021,49716.19141,0.011508649
5/14/2021,49880.53516,0.003305638
5/15/2021,46760.1875,-0.062556419
5/16/2021,46456.05859,-0.006504014
5/17/2021,43537.51172,-0.062823816
5/18/2021,42909.40234,-0.014426855
5/19/2021,37002.44141,-0.137661226
5/20/2021,40782.73828,0.102163445
5/21/2021,37304.69141,-0.085282328
5/22/2021,37536.63281,0.006217486
5/23/2021,34770.58203,-0.073689369
5/24/2021,38705.98047,0.11318184
5/25/2021,38402.22266,-0.007847826
5/26/2021,39294.19922,0.023227212
5/27/2021,38436.96875,-0.0218157
5/28/2021,35697.60547,-0.071268973
5/29/2021,34616.06641,-0.030297244
5/30/2021,35678.12891,0.030681201
5/31/2021,37332.85547,0.046379298
6/1/2021,36684.92578,-0.017355482
6/2/2021,37575.17969,0.024267567
6/3/2021,39208.76563,0.043475133
6/4/2021,36894.40625,-0.059026581
6/5/2021,35551.95703,-0.036386254
6/6/2021,35862.37891,0.008731499
6/7/2021,33560.70703,-0.06418068
6/8/2021,33472.63281,-0.002624326
6/9/2021,37345.12109,0.115691177
6/10/2021,36702.59766,-0.017205017
6/11/2021,37334.39844,0.017214062
6/12/2021,35552.51563,-0.047727642
6/13/2021,39097.85938,0.099721319
6/14/2021,40218.47656,0.028661855
6/15/2021,40406.26953,0.004669321
6/16/2021,38347.0625,-0.050962562
6/17/2021,38053.50391,-0.007655308
6/18/2021,35787.24609,-0.059554511
6/19/2021,35615.87109,-0.004788717
6/20/2021,35698.29688,0.002314299
6/21/2021,31676.69336,-0.112655333
6/22/2021,32505.66016,0.026169613
6/23/2021,33723.02734,0.037450929
6/24/2021,34662.4375,0.027856638
6/25/2021,31637.7793,-0.087260401
6/26/2021,32186.27734,0.017336806
6/27/2021,34649.64453,0.076534703
6/28/2021,34434.33594,-0.006213876
6/29/2021,35867.77734,0.041628257
6/30/2021,35040.83594,-0.023055273
7/1/2021,33572.11719,-0.041914489
7/2/2021,33897.04688,0.009678558
7/3/2021,34668.54688,0.022760095
7/4/2021,35287.78125,0.017861561
7/5/2021,33746.00391,-0.043691535
7/6/2021,34235.19531,0.014496276
7/7/2021,33855.32813,-0.011095809
7/8/2021,32877.37109,-0.028886355
7/9/2021,33798.01172,0.028002258
7/10/2021,33520.51953,-0.008210311
7/11/2021,34240.1875,0.021469475
7/12/2021,33155.84766,-0.03166863
7/13/2021,32702.02539,-0.013687548
7/14/2021,32822.34766,0.003679352
7/15/2021,31780.73047,-0.031735
7/16/2021,31421.53906,-0.011302176
7/17/2021,31533.06836,0.003549454
7/18/2021,31796.81055,0.008363988
7/19/2021,30817.83203,-0.030788576
7/20/2021,29807.34766,-0.032788951
7/21/2021,32110.69336,0.077274427
7/22/2021,32313.10547,0.006303573
7/23/2021,33581.55078,0.039254825
7/24/2021,34292.44531,0.021169199
7/25/2021,35350.1875,0.030844758
7/26/2021,37337.53516,0.056218872
7/27/2021,39406.94141,0.055424287
7/28/2021,39995.90625,0.014945713
7/29/2021,40008.42188,0.000312923
7/30/2021,42235.54688,0.055666405
7/31/2021,41626.19531,-0.014427458
8/1/2021,39974.89453,-0.03966975
8/2/2021,39201.94531,-0.019335866
8/3/2021,38152.98047,-0.026757979
8/4/2021,39747.50391,0.041792893
8/5/2021,40869.55469,0.028229465
8/6/2021,42816.5,0.047638036
8/7/2021,44555.80078,0.040622208
8/8/2021,43798.11719,-0.017005274
8/9/2021,46365.40234,0.058616336
8/10/2021,45585.03125,-0.016830892
8/11/2021,45593.63672,0.000188778
8/12/2021,44428.28906,-0.025559436
8/13/2021,47793.32031,0.075740735
8/14/2021,47096.94531,-0.014570551
8/15/2021,47047.00391,-0.001060396
8/16/2021,46004.48438,-0.022159106
8/17/2021,44695.35938,-0.028456465
8/18/2021,44801.1875,0.002367765
8/19/2021,46717.57813,0.042775443
8/20/2021,49339.17578,0.056115872
8/21/2021,48905.49219,-0.008789843
8/22/2021,49321.65234,0.008509477
8/23/2021,49546.14844,0.004551674
8/24/2021,47706.11719,-0.037137725
8/25/2021,48960.78906,0.026300021
8/26/2021,46942.21875,-0.041228304
8/27/2021,49058.66797,0.045086263
8/28/2021,48902.40234,-0.003185281
8/29/2021,48829.83203,-0.001483983
8/30/2021,47054.98438,-0.036347609
8/31/2021,47166.6875,0.002373885
9/1/2021,48847.02734,0.035625564
9/2/2021,49327.72266,0.009840831
9/3/2021,50025.375,0.01414321
9/4/2021,49944.625,-0.001614181
9/5/2021,51753.41016,0.036215812
9/6/2021,52633.53516,0.017006126
9/7/2021,46811.12891,-0.110621607
9/8/2021,46091.39063,-0.015375367
9/9/2021,46391.42188,0.006509486
9/10/2021,44883.91016,-0.032495484
9/11/2021,45201.45703,0.007074849
9/12/2021,46063.26953,0.019066034
9/13/2021,44963.07422,-0.023884438
9/14/2021,47092.49219,0.047359261
9/15/2021,48176.34766,0.023015462
9/16/2021,47783.35938,-0.008157287
9/17/2021,47267.51953,-0.010795387
9/18/2021,48278.36328,0.021385589
9/19/2021,47260.21875,-0.021089044
9/20/2021,42843.80078,-0.093448953
9/21/2021,40693.67578,-0.050185207
9/22/2021,43574.50781,0.070793114
9/23/2021,44895.09766,0.030306478
9/24/2021,42839.75,-0.045781116
9/25/2021,42716.59375,-0.002874813
9/26/2021,43208.53906,0.011516492
9/27/2021,42235.73047,-0.022514267
9/28/2021,41034.54297,-0.028440079
9/29/2021,41564.36328,0.012911568
9/30/2021,43790.89453,0.053568275
10/1/2021,48116.94141,0.098788731
10/2/2021,47711.48828,-0.008426411
10/3/2021,48199.95313,0.010237888
10/4/2021,49112.90234,0.018940873
10/5/2021,51514.8125,0.048905889
10/6/2021,55361.44922,0.074670498
10/7/2021,53805.98438,-0.028096534
10/8/2021,53967.84766,0.003008277
10/9/2021,54968.22266,0.0185365
10/10/2021,54771.57813,-0.003577422
10/11/2021,57484.78906,0.049536841
10/12/2021,56041.05859,-0.025115
10/13/2021,57401.09766,0.024268618
10/14/2021,57321.52344,-0.001386284
10/15/2021,61593.94922,0.074534407
10/16/2021,60892.17969,-0.011393482
10/17/2021,61553.61719,0.010862438
10/18/2021,62026.07813,0.0076756
10/19/2021,64261.99219,0.036047968
10/20/2021,65992.83594,0.026934175
10/21/2021,62210.17188,-0.057319314
10/22/2021,60692.26563,-0.024399647
10/23/2021,61393.61719,0.011555864
10/24/2021,60930.83594,-0.007537938
10/25/2021,63039.82422,0.034612824
10/26/2021,60363.79297,-0.042449853
10/27/2021,58482.38672,-0.031167794
10/28/2021,60622.13672,0.036587939
10/29/2021,62227.96484,0.026489138
10/30/2021,61888.83203,-0.005449846
10/31/2021,61318.95703,-0.009208043
11/1/2021,61004.40625,-0.005129748
11/2/2021,63226.40234,0.036423534
11/3/2021,62970.04688,-0.004054563
11/4/2021,61452.23047,-0.024103784
11/5/2021,61125.67578,-0.00531396
11/6/2021,61527.48047,0.006573419
11/7/2021,63326.98828,0.029247221
11/8/2021,67566.82813,0.066951547
11/9/2021,66971.82813,-0.008806096
11/10/2021,64995.23047,-0.029513867
11/11/2021,64949.96094,-0.000696505
11/12/2021,64155.94141,-0.012225096
11/13/2021,64469.52734,0.00488787
11/14/2021,65466.83984,0.015469518
11/15/2021,63557.87109,-0.029159323
11/16/2021,60161.24609,-0.053441453
11/17/2021,60368.01172,0.003436858
11/18/2021,56942.13672,-0.05674984
11/19/2021,58119.57813,0.020677858
11/20/2021,59697.19531,0.027144333
11/21/2021,58730.47656,-0.016193705
11/22/2021,56289.28906,-0.041565941
11/23/2021,57569.07422,0.022735856
11/24/2021,56280.42578,-0.022384387
11/25/2021,57274.67969,0.017666069
11/26/2021,53569.76563,-0.06468677
11/27/2021,54815.07813,0.023246555
11/28/2021,57248.45703,0.04439251
11/29/2021,57806.56641,0.009748898
11/30/2021,57005.42578,-0.01385899
12/1/2021,57229.82813,0.003936509
12/2/2021,56477.81641,-0.013140206
12/3/2021,53598.24609,-0.050985865
12/4/2021,49200.70313,-0.082046397
12/5/2021,49368.84766,0.003417523
12/6/2021,50582.625,0.024585896
12/7/2021,50700.08594,0.00232216
12/8/2021,50504.79688,-0.003851849
12/9/2021,47672.12109,-0.056087262
12/10/2021,47243.30469,-0.008995119
12/11/2021,49362.50781,0.044857216
12/12/2021,50098.33594,0.01490662
12/13/2021,46737.48047,-0.067085172
12/14/2021,46612.63281,-0.002671254
12/15/2021,48896.72266,0.04900152
12/16/2021,47665.42578,-0.025181583
12/17/2021,46202.14453,-0.030699007
12/18/2021,46848.77734,0.013995732
12/19/2021,46707.01563,-0.003025943
12/20/2021,46880.27734,0.003709544
12/21/2021,48936.61328,0.043863562
12/22/2021,48628.51172,-0.006295931
12/23/2021,50784.53906,0.044336692
12/24/2021,50822.19531,0.00074149
12/25/2021,50429.85938,-0.007719775
12/26/2021,50809.51563,0.007528402
12/27/2021,50640.41797,-0.003328071
12/28/2021,47588.85547,-0.060259426
12/29/2021,46444.71094,-0.024042279
12/30/2021,47178.125,0.015791121
12/31/2021,46306.44531,-0.018476353
1/1/2022,47686.8125,0.029809397
1/2/2022,47345.21875,-0.007163275
1/3/2022,46458.11719,-0.018736877
1/4/2022,45897.57422,-0.012065555
1/5/2022,43569.00391,-0.050734061
1/6/2022,43160.92969,-0.009366159
1/7/2022,41557.90234,-0.037140705
1/8/2022,41733.94141,0.004235995
1/9/2022,41911.60156,0.00425697
1/10/2022,41821.26172,-0.002155485
1/11/2022,42735.85547,0.021869109
1/12/2022,43949.10156,0.028389419
1/13/2022,42591.57031,-0.030888714
1/14/2022,43099.69922,0.011930269
1/15/2022,43177.39844,0.001802779
1/16/2022,43113.87891,-0.001471129
1/17/2022,42250.55078,-0.020024367
1/18/2022,42375.63281,0.002960483
1/19/2022,41744.32813,-0.014897823
1/20/2022,40680.41797,-0.02548634
1/21/2022,36457.31641,-0.103811656
1/22/2022,35030.25,-0.039143485
1/23/2022,36276.80469,0.035585093
1/24/2022,36654.32813,0.010406745
1/25/2022,36954.00391,0.008175727
1/26/2022,36852.12109,-0.002757017
1/27/2022,37138.23438,0.007763821
1/28/2022,37784.33203,0.017397102
1/29/2022,38138.17969,0.009364931
1/30/2022,37917.60156,-0.005783656
1/31/2022,38483.125,0.014914536
2/1/2022,38743.27344,0.006760065
2/2/2022,36952.98438,-0.046209029
2/3/2022,37154.60156,0.005456046
2/4/2022,41500.875,0.116978066
2/5/2022,41441.16406,-0.001438787
2/6/2022,42412.43359,0.023437313
2/7/2022,43840.28516,0.033665872
2/8/2022,44118.44531,0.006344853
2/9/2022,44338.79688,0.004994545
2/10/2022,43565.11328,-0.017449359
2/11/2022,42407.9375,-0.026561983
2/12/2022,42244.46875,-0.003854673
2/13/2022,42197.51563,-0.001111462
2/14/2022,42586.91797,0.009228087
2/15/2022,44575.20313,0.046687698
2/16/2022,43961.85938,-0.013759752
2/17/2022,40538.01172,-0.07788223
2/18/2022,40030.97656,-0.012507647
2/19/2022,40122.15625,0.002277728
2/20/2022,38431.37891,-0.04214074
2/21/2022,37075.28125,-0.035286209
2/22/2022,38286.02734,0.032656424
2/23/2022,37296.57031,-0.025843816
2/24/2022,38332.60938,0.027778401
2/25/2022,39214.21875,0.02299894
2/26/2022,39105.14844,-0.002781397
2/27/2022,37709.78516,-0.035682342
2/28/2022,43193.23438,0.145411839
3/1/2022,44354.63672,0.026888524
3/2/2022,43924.11719,-0.009706303
3/3/2022,42451.78906,-0.033519812
3/4/2022,39137.60547,-0.07806935
3/5/2022,39400.58594,0.006719381
3/6/2022,38419.98438,-0.024887994
3/7/2022,38096.24219,-0.008426401
